product_title,domain,rating,review_text
Zara Slim Fit Shirt - Edition 34,Clothing,4,"Good overall, but improvements are needed."
Uniqlo Airism Tee - Edition 25,Clothing,3,Not worth the price at all.
Puma Running Tee - Edition 2,Clothing,1,"Good overall, but improvements are needed."
Superdry Winter Jacket - Edition 22,Clothing,2,"Excellent product, highly recommended!"
Nike Air Force 1 - Edition 12,Clothing,5,"Amazing quality, exceeded my expectations."
Zara Slim Fit Shirt - Edition 18,Clothing,5,"Excellent product, highly recommended!"
Zara Slim Fit Shirt - Edition 21,Clothing,4,Premium feel and well built.
Levi's 511 Jeans - Edition 12,Clothing,4,"Very average, could have been better."
H&M Oversized Hoodie - Edition 6,Clothing,4,Premium feel and well built.
H&M Oversized Hoodie - Edition 24,Clothing,3,"Very average, could have been better."
Nike Air Force 1 - Edition 26,Clothing,2,"Excellent product, highly recommended!"
Zara Slim Fit Shirt - Edition 5,Clothing,2,"Amazing quality, exceeded my expectations."
Zara Slim Fit Shirt - Edition 8,Clothing,1,Not worth the price at all.
H&M Oversized Hoodie - Edition 15,Clothing,2,"Good overall, but improvements are needed."
H&M Oversized Hoodie - Edition 19,Clothing,4,Premium feel and well built.
Zara Slim Fit Shirt - Edition 35,Clothing,4,Delivery was late but product quality is good.
Zara Slim Fit Shirt - Edition 1,Clothing,5,"Good overall, but improvements are needed."
Calvin Klein Hoodie - Edition 31,Clothing,2,"Very average, could have been better."
Adidas Ultraboost 23 - Edition 38,Clothing,3,"Excellent product, highly recommended!"
Superdry Winter Jacket - Edition 29,Clothing,2,"Excellent product, highly recommended!"
Adidas Ultraboost 23 - Edition 32,Clothing,1,"Amazing quality, exceeded my expectations."
Louis Philippe Formal Shirt - Edition 23,Clothing,5,"Good overall, but improvements are needed."
Levi's 511 Jeans - Edition 24,Clothing,2,"Amazing quality, exceeded my expectations."
Adidas Ultraboost 23 - Edition 1,Clothing,5,"Great value for money, happy with the purchase."
Zara Slim Fit Shirt - Edition 9,Clothing,1,Not worth the price at all.
Louis Philippe Formal Shirt - Edition 12,Clothing,5,Premium feel and well built.
Nike Air Force 1 - Edition 39,Clothing,4,Delivery was late but product quality is good.
Zara Slim Fit Shirt - Edition 20,Clothing,2,"Great value for money, happy with the purchase."
Puma Running Tee - Edition 29,Clothing,4,Delivery was late but product quality is good.
Levi's 511 Jeans - Edition 7,Clothing,3,Not worth the price at all.
Nike Air Force 1 - Edition 16,Clothing,2,Not worth the price at all.
Levi's 511 Jeans - Edition 31,Clothing,5,Premium feel and well built.
Uniqlo Airism Tee - Edition 36,Clothing,5,Delivery was late but product quality is good.
Zara Slim Fit Shirt - Edition 12,Clothing,5,"Good overall, but improvements are needed."
H&M Oversized Hoodie - Edition 39,Clothing,1,"Good overall, but improvements are needed."
Puma Running Tee - Edition 25,Clothing,2,"Amazing quality, exceeded my expectations."
Superdry Winter Jacket - Edition 35,Clothing,5,"Good overall, but improvements are needed."
H&M Oversized Hoodie - Edition 9,Clothing,2,"Terrible experience, would not recommend."
Levi's 511 Jeans - Edition 33,Clothing,2,Premium feel and well built.
Puma Running Tee - Edition 16,Clothing,5,Not worth the price at all.
Superdry Winter Jacket - Edition 4,Clothing,4,"Great value for money, happy with the purchase."
Levi's 511 Jeans - Edition 36,Clothing,3,Not worth the price at all.
Nike Air Force 1 - Edition 34,Clothing,5,"Amazing quality, exceeded my expectations."
Superdry Winter Jacket - Edition 26,Clothing,3,Delivery was late but product quality is good.
Calvin Klein Hoodie - Edition 27,Clothing,3,Not worth the price at all.
Levi's 511 Jeans - Edition 4,Clothing,2,"Very average, could have been better."
Nike Air Force 1 - Edition 4,Clothing,3,Delivery was late but product quality is good.
Nike Air Force 1 - Edition 30,Clothing,1,Not worth the price at all.
H&M Oversized Hoodie - Edition 34,Clothing,3,"Amazing quality, exceeded my expectations."
Superdry Winter Jacket - Edition 33,Clothing,2,Delivery was late but product quality is good.
Nike Air Force 1 - Edition 5,Clothing,1,Premium feel and well built.
Zara Slim Fit Shirt - Edition 26,Clothing,4,Delivery was late but product quality is good.
Louis Philippe Formal Shirt - Edition 26,Clothing,1,"Terrible experience, would not recommend."
Calvin Klein Hoodie - Edition 28,Clothing,4,Delivery was late but product quality is good.
Zara Slim Fit Shirt - Edition 10,Clothing,4,"Terrible experience, would not recommend."
Uniqlo Airism Tee - Edition 12,Clothing,4,"Great value for money, happy with the purchase."
Zara Slim Fit Shirt - Edition 32,Clothing,4,"Terrible experience, would not recommend."
Levi's 511 Jeans - Edition 34,Clothing,5,"Good overall, but improvements are needed."
Louis Philippe Formal Shirt - Edition 3,Clothing,3,"Great value for money, happy with the purchase."
Zara Slim Fit Shirt - Edition 15,Clothing,1,Delivery was late but product quality is good.
Puma Running Tee - Edition 34,Clothing,4,Premium feel and well built.
Calvin Klein Hoodie - Edition 36,Clothing,5,"Good overall, but improvements are needed."
H&M Oversized Hoodie - Edition 20,Clothing,1,"Great value for money, happy with the purchase."
Uniqlo Airism Tee - Edition 16,Clothing,5,Not worth the price at all.
H&M Oversized Hoodie - Edition 32,Clothing,5,"Amazing quality, exceeded my expectations."
H&M Oversized Hoodie - Edition 3,Clothing,5,Delivery was late but product quality is good.
H&M Oversized Hoodie - Edition 22,Clothing,2,"Very average, could have been better."
Levi's 511 Jeans - Edition 39,Clothing,5,"Excellent product, highly recommended!"
Adidas Ultraboost 23 - Edition 39,Clothing,2,"Great value for money, happy with the purchase."
Superdry Winter Jacket - Edition 19,Clothing,2,Premium feel and well built.
Superdry Winter Jacket - Edition 39,Clothing,5,"Terrible experience, would not recommend."
Calvin Klein Hoodie - Edition 30,Clothing,4,Premium feel and well built.
Calvin Klein Hoodie - Edition 13,Clothing,3,Premium feel and well built.
Levi's 511 Jeans - Edition 23,Clothing,2,"Great value for money, happy with the purchase."
H&M Oversized Hoodie - Edition 12,Clothing,1,"Very average, could have been better."
Louis Philippe Formal Shirt - Edition 38,Clothing,2,"Good overall, but improvements are needed."
Puma Running Tee - Edition 20,Clothing,2,"Terrible experience, would not recommend."
Louis Philippe Formal Shirt - Edition 37,Clothing,4,"Good overall, but improvements are needed."
Superdry Winter Jacket - Edition 1,Clothing,2,"Great value for money, happy with the purchase."
Calvin Klein Hoodie - Edition 14,Clothing,2,"Amazing quality, exceeded my expectations."
Levi's 511 Jeans - Edition 6,Clothing,4,Delivery was late but product quality is good.
Adidas Ultraboost 23 - Edition 33,Clothing,2,"Terrible experience, would not recommend."
Calvin Klein Hoodie - Edition 4,Clothing,3,"Very average, could have been better."
Adidas Ultraboost 23 - Edition 30,Clothing,2,Premium feel and well built.
H&M Oversized Hoodie - Edition 29,Clothing,1,"Terrible experience, would not recommend."
Uniqlo Airism Tee - Edition 32,Clothing,4,"Excellent product, highly recommended!"
Puma Running Tee - Edition 27,Clothing,2,Not worth the price at all.
Adidas Ultraboost 23 - Edition 3,Clothing,1,"Excellent product, highly recommended!"
Puma Running Tee - Edition 8,Clothing,4,"Excellent product, highly recommended!"
Levi's 511 Jeans - Edition 21,Clothing,2,"Good overall, but improvements are needed."
Louis Philippe Formal Shirt - Edition 40,Clothing,4,"Amazing quality, exceeded my expectations."
Superdry Winter Jacket - Edition 13,Clothing,1,"Good overall, but improvements are needed."
Puma Running Tee - Edition 15,Clothing,1,"Good overall, but improvements are needed."
Calvin Klein Hoodie - Edition 19,Clothing,1,"Excellent product, highly recommended!"
Nike Air Force 1 - Edition 35,Clothing,5,"Amazing quality, exceeded my expectations."
Puma Running Tee - Edition 1,Clothing,5,"Amazing quality, exceeded my expectations."
Louis Philippe Formal Shirt - Edition 25,Clothing,4,Premium feel and well built.
Louis Philippe Formal Shirt - Edition 17,Clothing,1,"Terrible experience, would not recommend."
Louis Philippe Formal Shirt - Edition 4,Clothing,2,"Very average, could have been better."
Uniqlo Airism Tee - Edition 37,Clothing,2,Not worth the price at all.
Adidas Ultraboost 23 - Edition 29,Clothing,1,"Good overall, but improvements are needed."
Adidas Ultraboost 23 - Edition 31,Clothing,5,"Good overall, but improvements are needed."
Zara Slim Fit Shirt - Edition 16,Clothing,1,"Good overall, but improvements are needed."
Uniqlo Airism Tee - Edition 15,Clothing,1,"Good overall, but improvements are needed."
Nike Air Force 1 - Edition 6,Clothing,4,"Very average, could have been better."
H&M Oversized Hoodie - Edition 4,Clothing,1,"Amazing quality, exceeded my expectations."
Uniqlo Airism Tee - Edition 18,Clothing,5,"Very average, could have been better."
Louis Philippe Formal Shirt - Edition 35,Clothing,4,"Great value for money, happy with the purchase."
Calvin Klein Hoodie - Edition 21,Clothing,2,Premium feel and well built.
Nike Air Force 1 - Edition 1,Clothing,3,"Excellent product, highly recommended!"
Calvin Klein Hoodie - Edition 6,Clothing,5,Not worth the price at all.
Zara Slim Fit Shirt - Edition 6,Clothing,2,"Amazing quality, exceeded my expectations."
Calvin Klein Hoodie - Edition 35,Clothing,3,"Great value for money, happy with the purchase."
Levi's 511 Jeans - Edition 9,Clothing,4,"Great value for money, happy with the purchase."
Zara Slim Fit Shirt - Edition 23,Clothing,4,"Excellent product, highly recommended!"
Adidas Ultraboost 23 - Edition 12,Clothing,1,Delivery was late but product quality is good.
Zara Slim Fit Shirt - Edition 39,Clothing,2,"Amazing quality, exceeded my expectations."
Superdry Winter Jacket - Edition 14,Clothing,5,"Great value for money, happy with the purchase."
Superdry Winter Jacket - Edition 15,Clothing,3,"Good overall, but improvements are needed."
Uniqlo Airism Tee - Edition 6,Clothing,5,"Amazing quality, exceeded my expectations."
H&M Oversized Hoodie - Edition 35,Clothing,1,Delivery was late but product quality is good.
Adidas Ultraboost 23 - Edition 7,Clothing,4,Premium feel and well built.
Uniqlo Airism Tee - Edition 31,Clothing,2,"Good overall, but improvements are needed."
Uniqlo Airism Tee - Edition 24,Clothing,1,Premium feel and well built.
Louis Philippe Formal Shirt - Edition 24,Clothing,4,Not worth the price at all.
Adidas Ultraboost 23 - Edition 2,Clothing,5,"Good overall, but improvements are needed."
H&M Oversized Hoodie - Edition 8,Clothing,4,"Great value for money, happy with the purchase."
Louis Philippe Formal Shirt - Edition 28,Clothing,3,"Very average, could have been better."
Superdry Winter Jacket - Edition 28,Clothing,2,"Amazing quality, exceeded my expectations."
Adidas Ultraboost 23 - Edition 20,Clothing,3,"Terrible experience, would not recommend."
Zara Slim Fit Shirt - Edition 17,Clothing,3,"Good overall, but improvements are needed."
Nike Air Force 1 - Edition 18,Clothing,2,"Very average, could have been better."
Calvin Klein Hoodie - Edition 7,Clothing,4,Delivery was late but product quality is good.
Louis Philippe Formal Shirt - Edition 36,Clothing,3,Not worth the price at all.
Nike Air Force 1 - Edition 13,Clothing,5,"Very average, could have been better."
Levi's 511 Jeans - Edition 19,Clothing,2,"Excellent product, highly recommended!"
Nike Air Force 1 - Edition 36,Clothing,2,"Amazing quality, exceeded my expectations."
Puma Running Tee - Edition 3,Clothing,3,Delivery was late but product quality is good.
Levi's 511 Jeans - Edition 29,Clothing,3,Not worth the price at all.
Levi's 511 Jeans - Edition 25,Clothing,2,"Good overall, but improvements are needed."
Calvin Klein Hoodie - Edition 24,Clothing,5,"Great value for money, happy with the purchase."
Puma Running Tee - Edition 18,Clothing,5,Delivery was late but product quality is good.
Uniqlo Airism Tee - Edition 14,Clothing,4,"Terrible experience, would not recommend."
Louis Philippe Formal Shirt - Edition 29,Clothing,1,"Excellent product, highly recommended!"
Adidas Ultraboost 23 - Edition 26,Clothing,3,"Excellent product, highly recommended!"
H&M Oversized Hoodie - Edition 31,Clothing,3,Premium feel and well built.
Superdry Winter Jacket - Edition 7,Clothing,4,"Excellent product, highly recommended!"
Zara Slim Fit Shirt - Edition 13,Clothing,1,"Terrible experience, would not recommend."
Calvin Klein Hoodie - Edition 23,Clothing,3,"Good overall, but improvements are needed."
Calvin Klein Hoodie - Edition 34,Clothing,4,Delivery was late but product quality is good.
H&M Oversized Hoodie - Edition 26,Clothing,5,Not worth the price at all.
Puma Running Tee - Edition 39,Clothing,2,Premium feel and well built.
Calvin Klein Hoodie - Edition 37,Clothing,2,Premium feel and well built.
Louis Philippe Formal Shirt - Edition 31,Clothing,4,"Terrible experience, would not recommend."
Uniqlo Airism Tee - Edition 5,Clothing,2,"Great value for money, happy with the purchase."
Adidas Ultraboost 23 - Edition 10,Clothing,5,Delivery was late but product quality is good.
Puma Running Tee - Edition 36,Clothing,2,"Excellent product, highly recommended!"
Nike Air Force 1 - Edition 14,Clothing,5,"Very average, could have been better."
Puma Running Tee - Edition 9,Clothing,2,"Very average, could have been better."
Uniqlo Airism Tee - Edition 38,Clothing,4,"Amazing quality, exceeded my expectations."
Adidas Ultraboost 23 - Edition 24,Clothing,2,Not worth the price at all.
Nike Air Force 1 - Edition 17,Clothing,4,"Good overall, but improvements are needed."
H&M Oversized Hoodie - Edition 21,Clothing,5,"Good overall, but improvements are needed."
Nike Air Force 1 - Edition 29,Clothing,1,Premium feel and well built.
Nike Air Force 1 - Edition 2,Clothing,2,Not worth the price at all.
Nike Air Force 1 - Edition 3,Clothing,5,"Great value for money, happy with the purchase."
Nike Air Force 1 - Edition 31,Clothing,1,"Great value for money, happy with the purchase."
Levi's 511 Jeans - Edition 30,Clothing,1,"Terrible experience, would not recommend."
H&M Oversized Hoodie - Edition 10,Clothing,3,Premium feel and well built.
Louis Philippe Formal Shirt - Edition 7,Clothing,5,"Very average, could have been better."
Superdry Winter Jacket - Edition 5,Clothing,2,"Great value for money, happy with the purchase."
Zara Slim Fit Shirt - Edition 38,Clothing,2,"Terrible experience, would not recommend."
Puma Running Tee - Edition 13,Clothing,4,"Terrible experience, would not recommend."
Nike Air Force 1 - Edition 11,Clothing,4,"Terrible experience, would not recommend."
Calvin Klein Hoodie - Edition 8,Clothing,5,Delivery was late but product quality is good.
Adidas Ultraboost 23 - Edition 37,Clothing,4,"Amazing quality, exceeded my expectations."
Nike Air Force 1 - Edition 32,Clothing,4,"Amazing quality, exceeded my expectations."
Superdry Winter Jacket - Edition 34,Clothing,2,Not worth the price at all.
Nike Air Force 1 - Edition 40,Clothing,1,"Great value for money, happy with the purchase."
Uniqlo Airism Tee - Edition 33,Clothing,3,Not worth the price at all.
Zara Slim Fit Shirt - Edition 29,Clothing,5,"Great value for money, happy with the purchase."
Louis Philippe Formal Shirt - Edition 5,Clothing,1,"Great value for money, happy with the purchase."
Superdry Winter Jacket - Edition 17,Clothing,3,"Good overall, but improvements are needed."
Levi's 511 Jeans - Edition 11,Clothing,4,"Excellent product, highly recommended!"
Uniqlo Airism Tee - Edition 28,Clothing,2,Delivery was late but product quality is good.
Puma Running Tee - Edition 38,Clothing,2,Delivery was late but product quality is good.
Superdry Winter Jacket - Edition 23,Clothing,4,"Amazing quality, exceeded my expectations."
H&M Oversized Hoodie - Edition 23,Clothing,4,Delivery was late but product quality is good.
Puma Running Tee - Edition 5,Clothing,4,Premium feel and well built.
Nike Air Force 1 - Edition 28,Clothing,4,Delivery was late but product quality is good.
Louis Philippe Formal Shirt - Edition 6,Clothing,3,Delivery was late but product quality is good.
Superdry Winter Jacket - Edition 18,Clothing,3,"Amazing quality, exceeded my expectations."
Zara Slim Fit Shirt - Edition 40,Clothing,2,"Great value for money, happy with the purchase."
Uniqlo Airism Tee - Edition 21,Clothing,2,"Amazing quality, exceeded my expectations."
Nike Air Force 1 - Edition 21,Clothing,2,"Great value for money, happy with the purchase."
H&M Oversized Hoodie - Edition 13,Clothing,5,Delivery was late but product quality is good.
Levi's 511 Jeans - Edition 20,Clothing,1,"Terrible experience, would not recommend."
Zara Slim Fit Shirt - Edition 3,Clothing,5,Delivery was late but product quality is good.
Adidas Ultraboost 23 - Edition 19,Clothing,4,Premium feel and well built.
H&M Oversized Hoodie - Edition 25,Clothing,4,"Great value for money, happy with the purchase."
Superdry Winter Jacket - Edition 37,Clothing,4,Premium feel and well built.
Levi's 511 Jeans - Edition 1,Clothing,3,"Amazing quality, exceeded my expectations."
Calvin Klein Hoodie - Edition 39,Clothing,3,"Good overall, but improvements are needed."
Levi's 511 Jeans - Edition 16,Clothing,4,"Great value for money, happy with the purchase."
Levi's 511 Jeans - Edition 3,Clothing,4,"Very average, could have been better."
Nike Air Force 1 - Edition 15,Clothing,4,"Good overall, but improvements are needed."
H&M Oversized Hoodie - Edition 18,Clothing,4,"Good overall, but improvements are needed."
Zara Slim Fit Shirt - Edition 33,Clothing,2,Premium feel and well built.
Superdry Winter Jacket - Edition 9,Clothing,2,"Terrible experience, would not recommend."
H&M Oversized Hoodie - Edition 14,Clothing,5,"Terrible experience, would not recommend."
Zara Slim Fit Shirt - Edition 24,Clothing,4,"Great value for money, happy with the purchase."
Superdry Winter Jacket - Edition 8,Clothing,2,Premium feel and well built.
Puma Running Tee - Edition 17,Clothing,3,"Very average, could have been better."
Superdry Winter Jacket - Edition 11,Clothing,5,Delivery was late but product quality is good.
Levi's 511 Jeans - Edition 35,Clothing,2,"Excellent product, highly recommended!"
Levi's 511 Jeans - Edition 37,Clothing,1,Not worth the price at all.
Louis Philippe Formal Shirt - Edition 22,Clothing,3,Delivery was late but product quality is good.
Adidas Ultraboost 23 - Edition 15,Clothing,2,"Excellent product, highly recommended!"
H&M Oversized Hoodie - Edition 11,Clothing,5,"Amazing quality, exceeded my expectations."
Superdry Winter Jacket - Edition 16,Clothing,1,Delivery was late but product quality is good.
Louis Philippe Formal Shirt - Edition 33,Clothing,3,Delivery was late but product quality is good.
Superdry Winter Jacket - Edition 20,Clothing,3,"Amazing quality, exceeded my expectations."
Calvin Klein Hoodie - Edition 9,Clothing,5,Premium feel and well built.
H&M Oversized Hoodie - Edition 27,Clothing,4,"Amazing quality, exceeded my expectations."
Puma Running Tee - Edition 28,Clothing,1,"Good overall, but improvements are needed."
Calvin Klein Hoodie - Edition 25,Clothing,5,Delivery was late but product quality is good.
H&M Oversized Hoodie - Edition 28,Clothing,3,"Very average, could have been better."
Nike Air Force 1 - Edition 9,Clothing,3,"Excellent product, highly recommended!"
Nike Air Force 1 - Edition 25,Clothing,2,"Amazing quality, exceeded my expectations."
Puma Running Tee - Edition 30,Clothing,3,"Good overall, but improvements are needed."
Superdry Winter Jacket - Edition 32,Clothing,3,"Great value for money, happy with the purchase."
Adidas Ultraboost 23 - Edition 4,Clothing,1,"Very average, could have been better."
Louis Philippe Formal Shirt - Edition 10,Clothing,1,"Excellent product, highly recommended!"
Superdry Winter Jacket - Edition 3,Clothing,3,Premium feel and well built.
Uniqlo Airism Tee - Edition 29,Clothing,1,"Terrible experience, would not recommend."
Superdry Winter Jacket - Edition 10,Clothing,2,Delivery was late but product quality is good.
Calvin Klein Hoodie - Edition 29,Clothing,4,"Amazing quality, exceeded my expectations."
Puma Running Tee - Edition 40,Clothing,3,"Good overall, but improvements are needed."
Puma Running Tee - Edition 19,Clothing,3,"Very average, could have been better."
Calvin Klein Hoodie - Edition 12,Clothing,1,Not worth the price at all.
Louis Philippe Formal Shirt - Edition 18,Clothing,5,"Terrible experience, would not recommend."
H&M Oversized Hoodie - Edition 33,Clothing,2,"Terrible experience, would not recommend."
Louis Philippe Formal Shirt - Edition 32,Clothing,4,"Amazing quality, exceeded my expectations."
Puma Running Tee - Edition 22,Clothing,2,"Good overall, but improvements are needed."
Levi's 511 Jeans - Edition 5,Clothing,1,Delivery was late but product quality is good.
Superdry Winter Jacket - Edition 2,Clothing,4,"Very average, could have been better."
Levi's 511 Jeans - Edition 17,Clothing,3,"Good overall, but improvements are needed."
